J,parity,state,v,observed_cm,input_weight,previous_cm,final_cm,delta_cm,rank_changed
2.0,-,3,15,29456.93873,0.0007,29457.169455645846,29457.169458919096,3.273249603807926e-06,False
2.0,-,3,16,30667.6384,0.0002,30668.171799809956,30668.171802239365,2.429409505566582e-06,False
3.0,+,4,0,6265.36061,729.0,6265.252105534755,6265.252105403779,-1.309763320023194e-07,False
3.0,+,4,1,7713.29305,6.25,7713.183888306335,7713.183888089163,-2.1717187337344512e-07,False
3.0,+,4,2,9139.05607,6.76,9138.993627538506,9138.993627426344,-1.121625246014446e-07,False
3.0,+,4,3,10542.72662,2.25,10542.66278516879,10542.662784921833,-2.4695691536180675e-07,False
3.0,+,7,0,11876.55742,36.0,11876.545879797139,11876.545881146772,1.3496337487595156e-06,False
3.0,+,4,4,11924.37585,0.36,11924.281625713058,11924.281625577552,-1.3550561561714858e-07,False
3.0,+,7,1,13260.89352,0.25,13260.905355070705,13260.905354911602,-1.5910336514934897e-07,False
3.0,+,4,5,13284.09557,0.04,13283.954728412145,13283.95472823202,-1.8012542568612844e-07,False
3.0,+,4,6,14621.97674,0.04,14621.79550452229,14621.795504275124,-2.471660991432145e-07,False
3.0,+,7,2,14622.36569,0.36,14622.401035953051,14622.401036094758,1.417065504938364e-07,False
3.0,+,4,7,15938.08752,0.04,15937.925498926226,15937.925498787512,-1.3871431292500347e-07,False
3.0,+,7,3,15961.03156,0.25,15961.046240229483,15961.046239850579,-3.7890458770561963e-07,False
3.0,+,7,4,17276.94899,0.49,17276.947590013922,17276.94758855436,-1.4595607353840023e-06,False
3.0,+,7,5,18570.18973,0.09,18570.1816929097,18570.181691069745,-1.839955075411126e-06,False
3.0,+,7,6,19840.78035,0.25,19840.714595095247,19840.714585821752,-9.273495379602537e-06,False
3.0,+,6,0,19992.79475,289.0,19992.868152409603,19992.868154460182,2.050579496426508e-06,False
3.0,+,6,0,20015.07648,169.0,20015.092844926097,20015.092846561845,1.635748049011454e-06,False
3.0,+,6,0,20035.39319,169.0,20035.36265490086,20035.362661399235,6.498376023955643e-06,False
3.0,+,7,7,21088.89727,0.09,21088.812193107333,21088.812192760495,-3.4683762351050973e-07,False
3.0,+,6,1,21746.43157,1.96,21746.466454702826,21746.466453387216,-1.3156095519661903e-06,False
3.0,+,6,1,21768.51519,1.69,21768.54035137796,21768.540351384858,6.897607818245888e-09,False
3.0,+,6,1,21788.60723,1.96,21788.616723647672,21788.616724719628,1.0719559213612229e-06,False
3.0,+,7,8,22314.4933,0.04,22314.29309756325,22314.293098059472,4.962203092873096e-07,False
3.0,+,6,2,23462.56796,1.96,23462.187747447857,23462.187694274606,-5.3173251217231154e-05,False
3.0,+,6,2,23484.52133,1.44,23484.477848038066,23484.477831565204,-1.647286262596026e-05,False
3.0,+,6,2,23504.43587,1.69,23504.416959696176,23504.41693273775,-2.695842704270035e-05,False
3.0,+,6,3,25138.47263,8.41,25138.478293246164,25138.47831014206,1.6895897715585306e-05,False
3.0,+,6,3,25159.96477,7.84,25160.002706439776,25160.00269882386,-7.615915819769725e-06,False
3.0,+,6,3,25179.58763,5.76,25179.60132541422,25179.60128553681,-3.987741001765244e-05,False
3.0,+,6,4,26769.28433,1.0,26769.219212952565,26769.21907831263,-0.00013463993309414946,False
3.0,+,6,4,26790.51357,1.21,26790.45846127856,26790.458426115434,-3.516312426654622e-05,False
3.0,+,6,4,26809.73595,1.0,26809.856854128833,26809.856807488362,-4.6640470827696845e-05,False
3.0,+,6,5,28350.01462,7.84,28350.022169188498,28350.02227182986,0.00010264136290061288,False
3.0,+,6,5,28370.76665,6.25,28370.821262933234,28370.82125603236,-6.900874723214656e-06,False
3.0,+,6,5,28389.76717,5.29,28389.805931324052,28389.805852039157,-7.928489503683522e-05,False
3.0,+,6,6,29872.42121,0.25,29873.627235063184,29873.62720487316,-3.0190025427145883e-05,False
3.0,+,6,6,29894.1751,0.49,29894.010676664897,29894.010653304962,-2.335993485758081e-05,False
3.0,+,6,6,29914.12884,0.16,29912.648579591965,29912.648501778964,-7.781300155329518e-05,False
3.0,+,6,7,31332.39306,2.25,31332.470062663448,31332.470322236648,0.00025957320031011477,False
3.0,+,6,7,31352.0965,3.24,31352.19517292053,31352.195188870803,1.595027424627915e-05,False
3.0,+,6,7,31370.27054,0.81,31370.343444098908,31370.343423513947,-2.05849610210862e-05,False
3.0,+,6,8,32716.97417,1.21,32717.13359394214,32717.133539107203,-5.483493805513717e-05,False
3.0,+,6,8,32736.40271,1.0,32736.36135439115,32736.361350145566,-4.2455831135157496e-06,False
3.0,+,6,8,32754.13464,0.16,32754.03997473802,32754.039999291363,2.4553341063437983e-05,False
3.0,+,6,9,34020.72624,0.0015,34020.72136773899,34020.72135768371,-1.005527883535251e-05,False
3.0,+,6,9,34039.43079,0.0015,34039.17484591993,34039.17483923362,-6.686306733172387e-06,False
3.0,+,6,9,34056.5159,0.0004,34056.386095125024,34056.38609956347,4.4384432840161026e-06,False
3.0,+,6,10,35241.24826,0.062,35241.44674641579,35241.44672977351,-1.6642283299006522e-05,False
3.0,+,6,10,35259.30767,0.0316,35259.291782356726,35259.29177089298,-1.146374415839091e-05,False
3.0,+,6,10,35275.91812,0.0155,35275.79903851049,35275.79899523422,-4.327627539169043e-05,False
3.0,+,6,11,36384.00272,0.0025,36385.00710668035,36385.00716804746,6.136710726423189e-05,False
3.0,+,6,11,36401.55079,0.0011,36402.13808927091,36402.138079628974,-9.641938959248364e-06,False
3.0,+,6,12,37459.76505,0.0087,37460.38438898654,37460.3843806874,-8.29913915367797e-06,False
3.0,+,6,12,37476.8055,0.0118,37476.81469000167,37476.81467256496,-1.7436716007068753e-05,False
3.0,+,6,12,37492.38626,0.0022,37492.199233570056,37492.19918439022,-4.917983460472897e-05,False
3.0,-,2,0,612.1917,576.0,612.190400799385,612.190402790547,1.991161980186007e-06,False
3.0,-,2,0,635.1293,676.0,635.131127864771,635.131129803559,1.9387880456633866e-06,False
3.0,-,2,0,654.64219,441.0,654.63788563578,654.637887621162,1.9853820276694023e-06,False
3.0,-,2,1,2230.10339,9.61,2230.093736664533,2230.093736546927,-1.1760585039155558e-07,False
3.0,-,2,1,2252.9416,6.76,2252.934762420406,2252.934762132182,-2.882238732127007e-07,False
3.0,-,2,1,2272.3405,7.29,2272.342864067648,2272.34286394524,-1.2240798241691664e-07,False
3.0,-,2,2,3824.69484,9.0,3824.736289899142,3824.736290555112,6.559703251696192e-07,False
3.0,-,2,2,3847.44236,5.29,3847.480922606379,3847.480922804312,1.9793287719949149e-07,False
3.0,-,2,2,3866.7498,3.61,3866.793835995315,3866.793836642372,6.470568223448936e-07,False
3.0,-,2,3,5395.95745,4.0,5395.944962098964,5395.944962467263,3.682989699882455e-07,False
3.0,-,2,3,5418.60487,2.89,5418.596645733669,5418.596644908258,-8.254110070993192e-07,False
3.0,-,2,3,5437.81315,1.69,5437.818652550715,5437.818652898482,3.477662176010199e-07,False
3.0,-,2,4,6943.88108,2.56,6943.826159592141,6943.826159562145,-2.9996044759172946e-08,False
3.0,-,2,4,6966.43737,1.21,6966.387080974378,6966.387078251742,-2.722635144891683e-06,False
3.0,-,2,4,6985.53935,0.36,6985.52274668078,6985.522746581411,-9.936866263160482e-08,False
3.0,-,3,0,8287.68254,625.0,8287.674543486328,8287.674545771626,2.285298251081258e-06,False
3.0,-,2,5,8468.45169,3.24,8468.40730329162,8468.407304101213,8.095921657513827e-07,False
3.0,-,2,5,8490.92148,4.0,8490.87517385822,8490.875167895067,-5.963152943877503e-06,False
3.0,-,2,5,8509.91295,1.44,8509.93296399322,8509.932964630714,6.374939403031021e-07,False
3.0,-,5,0,9299.4418,1024.0,9299.450390481778,9299.450448721054,5.823927676829044e-05,False
3.0,-,3,1,9871.52363,6.76,9871.519215808563,9871.519216843548,1.0349849617341533e-06,False
3.0,-,2,6,9969.69113,0.36,9969.654003112531,9969.654003073003,-3.952845872845501e-08,False
3.0,-,2,6,9992.05226,0.16,9992.047370341246,9992.047364160879,-6.180367563501932e-06,False
3.0,-,2,6,10010.95185,0.09,10011.013610115368,10011.013609865782,-2.495853550499305e-07,False
3.0,-,5,1,11331.04962,13.69,11331.023516768424,11331.023482037162,-3.4731261621345766e-05,False
3.0,-,3,2,11431.14458,4.41,11431.178704278362,11431.1787044368,1.584376150276512e-07,False
3.0,-,2,7,11447.61757,0.64,11447.53254396551,11447.532541516983,-2.448527084197849e-06,False
3.0,-,2,7,11469.83593,0.64,11469.939900647396,11469.939931255214,3.060781818930991e-05,False
3.0,-,2,7,11488.66528,0.25,11488.728167519188,11488.728165906616,-1.6125723050208762e-06,False
3.0,-,2,8,12902.09164,0.81,12902.006281509384,12902.006282736964,1.2275795597815886e-06,False
3.0,-,2,8,12924.29916,0.81,12924.204345530408,12924.204327231102,-1.8299306248081848e-05,False
3.0,-,2,8,12942.81793,0.81,12943.047728714277,12943.047729690634,9.763571142684668e-07,False
3.0,-,3,3,12966.49489,3.24,12966.49027741414,12966.490279533267,2.1191281120991334e-06,False
3.0,-,5,2,13333.85896,2.25,13334.085221654057,13334.085264646099,4.299204192648176e-05,False
3.0,-,2,9,14333.28494,0.0533,14333.11558819224,14333.115587917668,-2.7457281248643994e-07,False
3.0,-,2,9,14355.36226,0.0726,14355.280308922673,14355.280308759968,-1.6270496416836977e-07,False
3.0,-,2,9,14373.96732,0.03,14374.002200640552,14374.00220036064,-2.799133653752506e-07,False
3.0,-,3,4,14477.50446,2.56,14477.461991329501,14477.461992164079,8.345778041984886e-07,False
3.0,-,5,3,15306.60244,4.41,15306.581934457832,15306.58193547621,1.0183775884797797e-06,False
3.0,-,2,10,15741.15818,0.0028,15740.959072658112,15740.959072219417,-4.3869476940017194e-07,False
3.0,-,2,10,15763.12259,0.0013,15763.096656241429,15763.096664453265,8.211836757254787e-06,False
3.0,-,2,10,15781.64423,0.0003,15781.693651385762,15781.69365109971,-2.8605245461221784e-07,False
3.0,-,3,5,15964.08498,1.0,15964.035702456018,15964.035703995423,1.5394052752526477e-06,False
3.0,-,2,11,17125.62486,0.0099,17125.716567276675,17125.71656807598,7.993039616849273e-07,False
3.0,-,2,11,17147.54239,0.0069,17147.53183718128,17147.531829263266,-7.918013579910621e-06,False
3.0,-,2,11,17165.87559,0.0011,17166.306339117542,17166.306340082247,9.64704668149352e-07,False
3.0,-,3,6,17426.17422,0.16,17426.106516813972,17426.106519108827,2.294855221407488e-06,False
3.0,-,2,12,18486.86167,0.0022,18487.690232831486,18487.69023260863,-2.2285530576482415e-07,False
3.0,-,2,12,18508.64039,0.0002,18509.635484846876,18509.63548495348,1.0660369298420846e-07,False
3.0,-,3,7,18863.65625,0.04,18863.559497404527,18863.55949690209,-5.024376150686294e-07,False
3.0,-,5,5,19157.50261,1.44,19157.500924466065,19157.50094193615,1.74700835486874e-05,False
3.0,-,2,13,19824.76821,0.0019,19827.232811658643,19827.232811298098,-3.605455276556313e-07,False
3.0,-,2,13,19846.4543,0.0002,19849.143190974064,19849.143190818966,-1.55097950482741e-07,False
3.0,-,3,8,20276.46957,0.01,20276.332971899817,20276.332979969047,8.069229807006195e-06,False
3.0,-,5,6,21032.54971,0.49,21032.517009086703,21032.516979634074,-2.9452628950821236e-05,False
3.0,-,2,14,21139.3925,0.0017,21144.794249820632,21144.794249370058,-4.505745891947299e-07,False
3.0,-,3,9,21664.4998,0.0015,21664.3052548083,21664.305267599204,1.2790904293069616e-05,False
3.0,-,5,7,22871.60638,0.64,22871.58544706702,22871.58545531778,8.250761311501265e-06,False
3.0,-,3,10,23027.62355,0.0013,23027.385344836464,23027.38535297791,8.141447324305773e-06,False
3.0,-,3,11,24365.73105,0.0011,24365.468390842336,24365.468388807818,-2.034517819993198e-06,False
3.0,-,3,12,25678.68494,0.0022,25678.441596357647,25678.44158723596,-9.121686161961406e-06,False
3.0,-,3,13,26966.33237,0.0019,26966.172140196646,26966.17213382712,-6.369526090566069e-06,False
3.0,-,3,14,28228.50175,0.0008,28228.500528568144,28228.50052731242,-1.2557247828226537e-06,False
3.0,-,3,15,29464.98522,0.0015,29465.226994901765,29465.22699815504,3.2532771001569927e-06,False
3.0,-,3,16,30675.5734,0.0002,30676.11605465663,30676.11605708772,2.4310866137966514e-06,False
4.0,+,1,0,36.2234,784.0,36.219196588104,36.219196587515,-5.889972953809774e-10,False
4.0,+,1,1,1863.33755,110.89,1863.336394315765,1863.336394476431,1.606661044206703e-07,False
4.0,+,1,2,3662.16523,7.84,3662.149520198567,3662.149520886938,6.883706191729289e-07,False
4.0,+,1,3,5431.79158,4.0,5431.719889036014,5431.719890509214,1.4731995179317892e-06,False
4.0,+,4,0,6265.21957,676.0,6265.251471043387,6265.251470912287,-1.3110002328176051e-07,False
4.0,+,4,0,6292.02799,529.0,6292.074439576464,6292.074439445714,-1.3074986782157794e-07,False
4.0,+,1,4,7171.06447,2.89,7170.92799754814,7170.927999065567,1.5174264262896031e-06,False
4.0,+,4,1,7713.15081,5.76,7713.183409555993,7713.183409339654,-2.163396857213229e-07,False
4.0,+,4,1,7739.66497,4.0,7739.711163991246,7739.711163775253,-2.159931682399474e-07,False
4.0,+,1,5,8878.43203,2.89,8878.27491399689,8878.274914850073,8.531842468073592e-07,False
4.0,+,4,2,9138.9169,7.84,9138.993284134287,9138.993284018907,-1.1538031685631722e-07,False
4.0,+,4,2,9165.13353,4.84,9165.22580204077,9165.225801925675,-1.1509473551996052e-07,False
4.0,+,4,3,10542.53928,2.89,10542.62322911811,10542.623228900378,-2.1773121261503547e-07,False
4.0,+,1,6,10551.84487,0.25,10551.76274753865,10551.762747600504,6.18529156781733e-08,False
4.0,+,4,3,10568.53608,2.56,10568.618492863172,10568.618492599206,-2.6396628527436405e-07,False
4.0,+,7,0,11888.19937,25.0,11888.186581839784,11888.186583189072,1.3492881407728419e-06,False
4.0,+,4,4,11924.22704,0.81,11924.276736689348,11924.276736553391,-1.3595672498922795e-07,False
4.0,+,4,4,11949.86199,0.64,11949.918895389606,11949.918895244084,-1.455227902624756e-07,False
4.0,+,1,7,12188.40039,0.64,12188.494297944639,12188.49429789006,-5.4578777053393424e-08,False
4.0,+,7,1,13272.4023,0.25,13272.410695141369,13272.41069498308,-1.5828845789656043e-07,False
4.0,+,4,5,13283.92774,0.36,13283.949204884351,13283.949204711094,-1.7325692169833928e-07,False
4.0,+,4,5,13309.2886,0.49,13309.296444210438,13309.296444015263,-1.9517574401106685e-07,False
4.0,+,1,8,13784.35297,0.16,13784.405281779296,13784.405282128237,3.4894037526100874e-07,False
4.0,+,4,6,14621.8183,0.25,14621.788879671287,14621.788879436624,-2.346623659832403e-07,False
4.0,+,7,2,14633.73711,0.36,14633.771110971387,14633.771111112379,1.4099168765824288e-07,False
4.0,+,4,6,14646.86529,0.16,14646.841180980993,14646.841180692238,-2.88755472865887e-07,False
4.0,+,8,0,15226.01244,36.0,15226.027244612322,15226.027244426536,-1.8578612070996314e-07,False
4.0,+,4,7,15937.93771,0.09,15937.917687094134,15937.917686986837,-1.0729672794695944e-07,False
4.0,+,4,7,15962.68705,0.09,15962.675106291525,15962.675106081004,-2.105207386193797e-07,False
4.0,+,7,3,15972.2664,0.36,15972.28118500593,15972.281184629775,-3.761542757274583e-07,False
4.0,+,8,1,16646.28627,0.36,16646.27747313916,16646.277472965594,-1.7356433090753853e-07,False
4.0,+,4,8,17232.40588,0.04,17232.453253771353,17232.45325359097,-1.803819031920284e-07,False
4.0,+,4,8,17256.84736,0.09,17256.915804114302,17256.915803757896,-3.5640550777316093e-07,False
4.0,+,7,4,17288.04889,0.49,17288.047392035965,17288.047390578125,-1.457839971408248e-06,False
4.0,+,8,2,18065.6312,0.09,18065.94930781833,18065.949307660852,-1.5747718862257898e-07,False
4.0,+,7,5,18581.15699,0.25,18581.146289871125,18581.14628803428,-1.8368446035310626e-06,False
4.0,+,8,3,19486.52865,0.09,19486.44865643183,19486.448656075376,-3.5645280149765313e-07,False
4.0,+,7,6,19851.61753,0.36,19851.545555147575,19851.545546023568,-9.124007192440331e-06,False
4.0,+,6,0,20004.71413,324.0,20004.781005357687,20004.78100724642,1.8887330952566117e-06,False
4.0,+,6,0,20028.42314,121.0,20028.415911887707,20028.415914206173,2.318465703865513e-06,False
4.0,+,6,0,20050.79738,196.0,20050.79823234396,20050.798238018553,5.674592102877796e-06,False
4.0,+,7,7,21099.58502,0.16,21099.505791458043,21099.50579111502,-3.430213837418705e-07,False
4.0,+,6,1,21758.21855,2.56,21758.25062286703,21758.250621635692,-1.231339410878718e-06,False
4.0,+,6,1,21781.68424,2.89,21781.69407527298,21781.694075638978,3.659988578874618e-07,False
4.0,+,6,1,21803.80493,1.69,21803.84094476039,21803.840946733522,1.9731305656023324e-06,False
4.0,+,7,8,22325.04652,0.04,22324.850507985673,22324.850508501706,5.160327418707311e-07,False
4.0,+,6,2,23474.22659,1.96,23473.8637502658,23473.863699878777,-5.03870214743074e-05,False
4.0,+,6,2,23497.52622,1.21,23497.373050273785,23497.37303126373,-1.901005452964455e-05,False
4.0,+,6,2,23519.40579,0.49,23519.384451585523,23519.38444814514,-3.4403819881845266e-06,False
4.0,+,6,3,25149.99359,4.84,25149.96494648082,25149.96496126114,1.478031845181249e-05,False
4.0,+,6,3,25172.86015,6.25,25172.822592897086,25172.8225811884,-1.1708685633493587e-05,False
4.0,+,6,3,25194.44874,5.29,25194.437517239952,25194.43748505405,-3.218590063625015e-05,False
4.0,+,6,4,26780.56819,0.49,26780.52419630802,26780.52407284933,-0.00012345868890406564,False
4.0,+,6,4,26803.03161,0.09,26803.13656854056,26803.136542828244,-2.571231743786484e-05,False
4.0,+,6,4,26824.28277,1.0,26824.07662196428,26824.076609657557,-1.2306722055654973e-05,False
4.0,+,6,5,28361.1501,3.61,28361.15347522842,28361.15356963742,9.440899884793907e-05,False
4.0,+,6,5,28383.24507,6.76,28383.23861509216,28383.238640250922,2.5158762582577765e-05,False
4.0,+,6,5,28404.14622,4.0,28404.171708238253,28404.171733789164,2.5550911232130602e-05,False
4.0,+,6,6,29882.2715,0.36,29884.544226069534,29884.544199457283,-2.661225153133273e-05,False
4.0,+,6,6,29906.59448,0.49,29906.21061917708,29906.21064501068,2.5833600375335664e-05,False
4.0,+,6,6,29928.19574,0.25,29926.657436162335,29926.657592592073,0.00015642973812646233,False
4.0,+,6,7,31343.06959,1.0,31343.142073035764,31343.142304740213,0.00023170444910647348,False
4.0,+,6,7,31364.11926,1.96,31364.1156787377,31364.1157210617,4.2323998059146106e-05,False
4.0,+,6,7,31384.1434,1.69,31384.16510410482,31384.165134693303,3.058848233195022e-05,False
4.0,+,6,8,32727.483,0.64,32727.539786534697,32727.539736339215,-5.0195481890114024e-05,False
4.0,+,6,8,32747.96539,0.04,32747.99588107133,32747.995884462875,3.3915457606781274e-06,False
4.0,+,6,8,32767.53094,0.01,32767.443618996083,32767.443658769367,3.977328378823586e-05,False
4.0,+,6,9,34030.85272,0.0004,34030.79217562831,34030.792165602536,-1.0025774827226996e-05,False
4.0,+,6,9,34050.73479,0.0015,34050.56033102819,34050.56032341499,-7.613198249600828e-06,False
4.0,+,6,9,34065.60593,0.0,34069.014183420455,34069.01417593197,-7.488488336093724e-06,False
4.0,+,6,10,35251.07556,0.0202,35251.24476646251,35251.24475207816,-1.4384349924512208e-05,False
4.0,+,6,10,35270.4303,0.0202,35270.244332791284,35270.2443093315,-2.345978282392025e-05,False
4.0,+,6,10,35288.85356,0.0079,35288.49700112851,35288.496944323386,-5.680512549588457e-05,False
4.0,+,6,11,36393.52963,0.0025,36394.49084724976,36394.49090210427,5.485450674314052e-05,False
4.0,+,6,11,36412.33489,0.0011,36412.77365692981,36412.77363606899,-2.0860818040091544e-05,False
4.0,+,6,12,37469.0103,0.006,37469.56617473241,37469.5661662822,-8.45020986162126e-06,False
4.0,+,6,12,37487.28517,0.0038,37487.143573960195,37487.14354595769,-2.800250513246283e-05,False
4.0,+,6,12,37504.70763,0.0022,37504.05339373119,37504.05332963007,-6.410112109733745e-05,False
4.0,-,2,0,623.47744,484.0,623.471399272241,623.471401262914,1.9906730130969663e-06,False
4.0,-,2,0,648.04587,625.0,648.047979902295,648.047981857538,1.9552430785552133e-06,False
4.0,-,2,0,670.76602,484.0,670.755941793529,670.755943725058,1.9315290273880237e-06,False
4.0,-,2,1,2241.27933,7.84,2241.267769699065,2241.267769595449,-1.036160028888844e-07,False
4.0,-,2,1,2265.72681,6.25,2265.719134562841,2265.719134362933,-1.9990829969174229e-07,False
4.0,-,2,1,2288.30498,7.84,2288.284607017682,2288.284606547634,-4.700477802543901e-07,False
4.0,-,2,2,3835.76407,4.41,3835.802977029296,3835.802977738027,7.087310223141685e-07,False
4.0,-,2,2,3860.09029,4.84,3860.132418151041,3860.132418624952,4.739113137475215e-07,False
4.0,-,2,2,3882.52826,4.0,3882.556971750651,3882.556971221673,-5.289780347084161e-07,False
4.0,-,2,3,5406.82009,1.0,5406.904388522328,5406.904389013548,4.912199074169621e-07,False
4.0,-,2,3,5431.12337,1.96,5431.115690036791,5431.115689898795,-1.3799672160530463e-07,False
