r_angstrom,potential_cm
3.26575,36801.270845634914
3.2715,36809.06142380147
3.27725,36816.69876183684
3.283,36824.185657858055
3.28875,36831.52486610874
3.2944999999999998,36838.719097431116
3.30025,36845.77101973928
3.306,36852.68325849357
3.31175,36859.45839717562
3.3175,36866.09897776421
3.32325,36872.60750121132
3.3289999999999997,36878.986427918426
3.33475,36885.23817821282
3.3405,36891.36513282367
3.34625,36897.369633357644
3.352,36903.253982774004
3.35775,36909.0204458589
3.3635,36914.6712496987
3.36925,36920.208584152286
3.375,36925.634602321974
3.38075,36930.95142102315
3.3865,36936.16112125219
3.3922499999999998,36941.26574865276
3.398,36946.267313980214
3.40375,36951.16779356402
3.4095,36955.969129768084
3.41525,36960.67323144872
3.421,36965.28197441048
3.4267499999999997,36969.79720185919
3.4325,36974.22072485274
3.43825,36978.5543227489
3.444,36982.7997436505
3.44975,36986.95870484765
3.4555,36991.03289325706
3.46125,36995.02396585815
3.467,36998.93355012615
3.47275,37002.76324446192
3.4785,37006.5146186184
3.48425,37010.18921412377
3.4899999999999998,37013.78854470116
3.49575,37017.314096684815
3.5015,37020.76732943267
3.50725,37024.14967573539
3.513,37027.46254222168
3.51875,37030.70730975985
3.5244999999999997,37033.88533385567
3.53025,37036.9979450464
3.536,37040.046449290916
3.54175,37043.03212835603
3.5475,37045.95624019883
3.55325,37048.82001934512
3.559,37051.624677263826
3.56475,37054.37140273748
3.5705,37057.061362228655
3.57625,37059.69570024231
3.582,37062.27553968411
3.5877499999999998,37064.80198221476
3.5935,37067.27610860014
3.59925,37069.69897905738
3.605,37072.071633596934
3.61075,37074.39509236039
3.6165,37076.67035595433
3.6222499999999997,37078.89840578001
3.628,37081.08020435894
3.63375,37083.216695654395
3.6395,37085.30880538881
3.64525,37087.35744135713
3.651,37089.363493736004
3.65675,37091.32783538903
3.6625,37093.25132216779
3.66825,37095.13479320903
3.674,37096.979071227695
3.67975,37098.784962805956
3.6854999999999998,37100.55325867827
3.69125,37102.28473401254
3.697,37103.98014868719
3.70275,37105.64024756439
3.7085,37107.26576075941
3.71425,37108.85740390601
3.7199999999999998,37110.415878418
3.72575,37111.941871746996
3.7315,37113.43605763634
3.73725,37114.89909637126
3.743,37116.33163502527
3.74875,37117.73430770285
3.7544999999999997,37119.10773577846
3.76025,37120.452528131835
3.766,37121.76928137972
3.77175,37123.05858010395
3.7775,37124.32099707602
3.78325,37125.557093478106
3.789,37126.76741912053
3.79475,37127.95251265584
3.8005,37129.11290178944
3.80625,37130.249103486785
3.812,37131.361624177276
3.8177499999999998,37132.45095995477
3.8235,37133.51759677485
3.82925,37134.56201064882
3.835,37135.58466783448
3.84075,37136.58602502373
3.8465,37137.566529527016
3.8522499999999997,37138.526619454715
3.858,37139.466723895355
3.86375,37140.38726309092
3.8695,37141.28864860904
3.87525,37142.17128351237
3.881,37143.03556252484
3.88675,37143.88187219526
3.8925,37144.71059105785
3.89825,37145.52208979012
3.904,37146.31673136795
3.90975,37147.09487121782
3.9154999999999998,37147.856857366496
3.92125,37148.60303058795
3.927,37149.33372454768
3.93275,37150.0492659445
3.9385,37150.74997464964
3.94425,37151.43616384344
3.9499999999999997,37152.1081401496
3.95575,37152.7662037668
3.9615,37153.41064859814
3.96725,37154.04176237801
3.973,37154.65982679677
3.97875,37155.26511762304
3.9845,37155.85790482369
3.99025,37156.43845268176
3.996,37157.00701991196
4.0017499999999995,37157.563859774185
4.0075,37158.10922018478
4.013249999999999,37158.643343825766
4.019,37159.16646825202
4.02475,37159.678825996314
4.0305,37160.18064467247
4.03625,37160.67214707654
4.042,37161.153551285934
4.04775,37161.62507075675
4.0535,37162.08691441924
4.0592500000000005,37162.53928677135
4.0649999999999995,37162.98238797052
4.07075,37163.41641392365
4.076499999999999,37163.84155637539
4.08225,37164.25800299458
4.088,37164.66593745917
4.09375,37165.0655395393
4.0995,37165.45698517887
4.10525,37165.84044657548
4.111,37166.2160922587
4.11675,37166.58408716693
4.1225000000000005,37166.94459272264
4.1282499999999995,37167.29776690612
4.134,37167.64376432783
